Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
16,774;13.24;75.83;242.02;16.08;106.69;247.41;18.65;135.26;254.15;21.14;144.73;261.39;0.37;131.93;247.36;-7.78;107.64;237.80;-9.37;83.77;241.55;-8.48;78.13;242.68;35.27;128.51;253.01;40.56;104.78;246.32;39.45;80.07;249.25;38.33;73.54;249.72;4.48;76.03;244.99;1.96;33.95;243.83;0.59;4.92;240.90;-1.14;0.87;255.03;21.68;75.71;246.70;23.47;37.37;248.04;25.74;4.94;241.94;23.35;0.89;256.04
16,809;13.24;75.83;242.02;16.08;106.69;247.41;18.66;135.26;254.15;21.15;144.73;261.39;0.37;131.93;247.36;-7.77;107.64;237.79;-9.36;83.80;241.55;-8.28;78.09;242.80;35.27;128.51;253.01;40.56;104.77;246.32;39.45;80.07;249.26;38.32;73.52;249.71;4.49;76.03;244.98;1.96;33.95;243.83;0.57;4.92;240.91;-1.16;0.87;255.03;21.68;75.71;246.70;23.47;37.37;248.04;25.73;4.94;241.94;23.35;0.89;256.04
16,840;13.24;75.83;242.02;16.09;106.69;247.41;18.67;135.26;254.15;21.16;144.73;261.39;0.37;131.93;247.36;-7.75;107.64;237.79;-9.35;83.81;241.55;-8.08;78.05;242.93;35.27;128.51;253.01;40.57;104.77;246.32;39.46;80.06;249.26;38.33;73.50;249.69;4.49;76.03;244.98;1.96;33.95;243.83;0.58;4.92;240.90;-1.15;0.88;255.02;21.68;75.71;246.69;23.48;37.38;248.05;25.74;4.94;241.94;23.35;0.89;256.04
16,876;13.25;75.83;242.02;16.09;106.69;247.41;18.68;135.26;254.15;21.16;144.73;261.39;0.37;131.93;247.36;-7.74;107.65;237.78;-9.34;83.82;241.55;-7.89;78.01;243.04;35.27;128.51;253.01;40.57;104.76;246.33;39.46;80.06;249.26;38.33;73.50;249.67;4.50;76.03;244.98;1.96;33.95;243.83;0.61;4.92;240.87;-1.13;0.88;255.00;21.68;75.71;246.69;23.48;37.38;248.05;25.75;4.94;241.93;23.36;0.90;256.03
16,910;13.25;75.83;242.02;16.10;106.69;247.41;18.68;135.26;254.15;21.17;144.73;261.39;0.37;131.93;247.36;-7.73;107.65;237.78;-9.32;83.82;241.55;-7.68;77.98;243.17;35.27;128.51;253.01;40.58;104.75;246.33;39.46;80.06;249.26;38.33;73.49;249.67;4.51;76.02;244.97;1.97;33.95;243.83;0.64;4.92;240.85;-1.10;0.88;254.97;21.69;75.70;246.69;23.48;37.39;248.05;25.76;4.94;241.93;23.37;0.90;256.02
16,941;13.26;75.83;242.01;16.10;106.69;247.41;18.69;135.26;254.15;21.18;144.73;261.39;0.37;131.93;247.36;-7.71;107.66;237.77;-9.31;83.83;241.54;-7.46;77.91;243.27;35.27;128.51;253.01;40.59;104.75;246.33;39.47;80.06;249.25;38.33;73.50;249.61;4.52;76.02;244.97;1.97;33.95;243.82;0.67;4.92;240.82;-1.06;0.88;254.95;21.69;75.71;246.69;23.48;37.39;248.04;25.77;4.95;241.91;23.38;0.90;256.01
16,977;13.27;75.83;242.00;16.11;106.69;247.41;18.69;135.26;254.15;21.18;144.73;261.39;0.37;131.93;247.35;-7.70;107.67;237.76;-9.30;83.84;241.53;-7.36;77.88;243.32;35.28;128.51;253.02;40.60;104.75;246.32;39.48;80.06;249.25;38.34;73.52;249.59;4.53;76.02;244.96;1.97;33.95;243.81;0.71;4.92;240.80;-1.03;0.87;254.92;21.70;75.71;246.68;23.48;37.39;248.03;25.79;4.95;241.90;23.40;0.90;256.00
17,008;13.27;75.83;242.00;16.11;106.69;247.40;18.68;135.26;254.15;21.17;144.73;261.39;0.38;131.93;247.35;-7.68;107.68;237.75;-9.28;83.85;241.53;-7.52;77.92;243.21;35.28;128.51;253.02;40.61;104.74;246.32;39.49;80.06;249.24;38.35;73.54;249.59;4.54;76.02;244.95;1.98;33.94;243.80;0.73;4.92;240.78;-1.01;0.87;254.91;21.70;75.71;246.67;23.49;37.39;248.03;25.82;4.96;241.89;23.43;0.91;255.99
17,042;13.28;75.83;241.99;16.11;106.69;247.40;18.68;135.26;254.15;21.16;144.73;261.39;0.38;131.93;247.35;-7.67;107.69;237.74;-9.27;83.87;241.53;-7.51;77.92;243.22;35.28;128.51;253.02;40.62;104.74;246.32;39.49;80.06;249.24;38.37;73.55;249.60;4.55;76.02;244.95;1.98;33.94;243.79;0.76;4.92;240.77;-0.98;0.87;254.89;21.71;75.71;246.67;23.49;37.38;248.02;25.85;4.96;241.88;23.45;0.91;255.98
17,075;13.29;75.83;241.99;16.11;106.69;247.40;18.67;135.26;254.15;21.16;144.73;261.39;0.38;131.93;247.35;-7.66;107.70;237.73;-9.25;83.88;241.53;-7.48;77.91;243.24;35.28;128.51;253.02;40.63;104.73;246.31;39.50;80.06;249.23;38.41;73.57;249.61;4.56;76.02;244.94;1.99;33.94;243.79;0.78;4.92;240.76;-0.96;0.87;254.88;21.72;75.72;246.67;23.50;37.39;248.02;25.87;4.96;241.87;23.47;0.91;255.97
17,109;13.30;75.83;241.99;16.11;106.69;247.40;18.66;135.26;254.15;21.15;144.73;261.39;0.38;131.93;247.35;-7.64;107.71;237.73;-9.24;83.89;241.53;-7.46;77.90;243.26;35.28;128.51;253.02;40.64;104.73;246.31;39.51;80.06;249.22;38.44;73.60;249.62;4.57;76.02;244.94;1.99;33.94;243.78;0.80;4.92;240.76;-0.95;0.87;254.89;21.72;75.72;246.67;23.50;37.39;248.02;25.87;4.97;241.87;23.48;0.92;255.97
17,142;13.30;75.83;241.98;16.11;106.69;247.40;18.66;135.26;254.15;21.15;144.73;261.40;0.39;131.93;247.35;-7.63;107.72;237.72;-9.23;83.89;241.53;-7.44;77.89;243.29;35.28;128.51;253.03;40.65;104.72;246.31;39.52;80.06;249.22;38.47;73.61;249.62;4.58;76.02;244.93;2.00;33.93;243.77;0.80;4.92;240.77;-0.94;0.87;254.89;21.73;75.72;246.66;23.51;37.39;248.01;25.89;4.97;241.87;23.49;0.92;255.96
17,176;13.31;75.83;241.98;16.11;106.69;247.40;18.65;135.26;254.16;21.14;144.72;261.40;0.39;131.93;247.36;-7.62;107.72;237.72;-9.22;83.90;241.54;-7.42;77.91;243.32;35.29;128.51;253.03;40.66;104.72;246.31;39.53;80.06;249.22;38.50;73.62;249.64;4.59;76.02;244.93;2.00;33.93;243.76;0.80;4.92;240.78;-0.94;0.87;254.90;21.74;75.72;246.67;23.51;37.39;248.01;25.89;4.97;241.86;23.49;0.92;255.96
17,208;13.31;75.83;241.98;16.11;106.69;247.40;18.65;135.26;254.16;21.14;144.72;261.40;0.40;131.93;247.36;-7.61;107.72;237.72;-9.21;83.90;241.55;-7.41;77.93;243.36;35.29;128.51;253.03;40.67;104.72;246.32;39.54;80.06;249.22;38.53;73.63;249.67;4.59;76.02;244.93;2.01;33.93;243.76;0.80;4.92;240.79;-0.95;0.87;254.91;21.74;75.72;246.67;23.52;37.40;248.02;25.90;4.97;241.86;23.50;0.92;255.96
17,242;13.32;75.83;241.99;16.11;106.69;247.41;18.65;135.26;254.16;21.13;144.72;261.40;0.40;131.92;247.36;-7.60;107.73;237.73;-9.21;83.90;241.56;-7.29;77.93;243.45;35.29;128.51;253.03;40.68;104.72;246.32;39.56;80.06;249.22;38.55;73.63;249.66;4.60;76.02;244.93;2.01;33.92;243.76;0.80;4.91;240.80;-0.95;0.86;254.92;21.74;75.72;246.67;23.52;37.40;248.02;25.89;4.97;241.86;23.49;0.92;255.95
17,277;13.32;75.83;241.99;16.11;106.69;247.41;18.64;135.25;254.17;21.13;144.72;261.41;0.41;131.92;247.37;-7.59;107.73;237.73;-9.20;83.91;241.56;-7.17;77.92;243.54;35.29;128.51;253.04;40.69;104.72;246.33;39.57;80.06;249.22;38.58;73.62;249.64;4.60;76.02;244.93;2.02;33.92;243.75;0.81;4.91;240.81;-0.94;0.86;254.93;21.75;75.71;246.67;23.53;37.40;248.02;25.89;4.97;241.85;23.49;0.92;255.95
17,309;13.32;75.82;241.99;16.11;106.69;247.41;18.64;135.25;254.17;21.12;144.72;261.41;0.41;131.92;247.37;-7.58;107.73;237.73;-9.20;83.91;241.57;-7.16;77.93;243.56;35.29;128.51;253.04;40.70;104.72;246.33;39.58;80.06;249.22;38.60;73.62;249.63;4.61;76.01;244.93;2.02;33.91;243.75;0.80;4.91;240.81;-0.94;0.86;254.93;21.75;75.71;246.67;23.54;37.39;248.02;25.90;4.97;241.84;23.50;0.92;255.94
17,343;13.33;75.82;241.98;16.11;106.69;247.41;18.64;135.25;254.17;21.12;144.72;261.41;0.42;131.92;247.38;-7.57;107.73;237.73;-9.20;83.91;241.57;-7.15;77.95;243.58;35.30;128.50;253.04;40.70;104.72;246.33;39.59;80.06;249.22;38.61;73.60;249.62;4.62;76.01;244.93;2.03;33.91;243.75;0.79;4.90;240.82;-0.95;0.85;254.94;21.76;75.71;246.67;23.55;37.38;248.02;25.91;4.97;241.84;23.51;0.92;255.93
17,377;13.34;75.82;241.98;16.11;106.68;247.41;18.64;135.25;254.17;21.13;144.71;261.42;0.43;131.91;247.39;-7.57;107.73;237.73;-9.20;83.91;241.58;-7.13;77.95;243.59;35.30;128.50;253.04;40.71;104.72;246.33;39.61;80.06;249.21;38.62;73.60;249.60;4.62;76.01;244.93;2.04;33.90;243.74;0.78;4.90;240.83;-0.96;0.85;254.95;21.76;75.71;246.67;23.55;37.38;248.02;25.92;4.97;241.83;23.53;0.91;255.92
17,410;13.34;75.81;241.98;16.12;106.68;247.41;18.65;135.25;254.18;21.13;144.71;261.42;0.43;131.91;247.39;-7.56;107.73;237.74;-9.20;83.91;241.59;-7.13;77.92;243.59;35.30;128.50;253.05;40.72;104.72;246.34;39.62;80.06;249.21;38.63;73.60;249.59;4.63;76.00;244.93;2.04;33.89;243.74;0.77;4.89;240.83;-0.97;0.84;254.95;21.76;75.70;246.67;23.56;37.37;248.02;25.94;4.97;241.82;23.54;0.91;255.92
17,443;13.35;75.81;241.98;16.12;106.68;247.41;18.66;135.25;254.18;21.14;144.71;261.42;0.44;131.91;247.40;-7.55;107.73;237.74;-9.20;83.91;241.60;-7.12;77.93;243.60;35.30;128.50;253.05;40.72;104.72;246.34;39.63;80.06;249.21;38.65;73.60;249.58;4.64;76.00;244.93;2.05;33.89;243.73;0.76;4.89;240.84;-0.98;0.84;254.96;21.77;75.70;246.67;23.57;37.36;248.02;25.95;4.97;241.82;23.55;0.91;255.91
17,478;13.35;75.81;241.98;16.13;106.68;247.41;18.66;135.24;254.18;21.15;144.71;261.43;0.44;131.90;247.40;-7.54;107.73;237.74;-9.20;83.91;241.61;-7.12;77.93;243.60;35.30;128.50;253.05;40.73;104.72;246.34;39.64;80.06;249.21;38.66;73.59;249.57;4.64;75.99;244.92;2.05;33.88;243.73;0.76;4.89;240.85;-0.98;0.83;254.97;21.77;75.70;246.67;23.58;37.35;248.02;25.96;4.97;241.82;23.57;0.91;255.91
17,510;13.36;75.81;241.98;16.13;106.68;247.41;18.67;135.24;254.19;21.15;144.71;261.43;0.45;131.90;247.41;-7.54;107.73;237.74;-9.20;83.92;241.61;-7.12;77.93;243.60;35.30;128.50;253.05;40.74;104.72;246.34;39.65;80.06;249.21;38.66;73.59;249.56;4.65;75.99;244.92;2.06;33.87;243.73;0.75;4.88;240.86;-0.99;0.83;254.98;21.77;75.70;246.67;23.58;37.35;248.02;25.97;4.97;241.81;23.57;0.91;255.91
17,543;13.36;75.80;241.98;16.14;106.67;247.41;18.67;135.24;254.19;21.16;144.70;261.43;0.45;131.90;247.41;-7.53;107.66;237.75;-9.21;83.85;241.63;-7.10;77.92;243.61;35.31;128.50;253.06;40.74;104.72;246.34;39.66;80.05;249.20;38.67;73.59;249.57;4.65;75.99;244.92;2.07;33.87;243.72;0.74;4.88;240.86;-0.99;0.83;254.98;21.78;75.70;246.67;23.59;37.35;248.01;25.97;4.96;241.81;23.57;0.91;255.91
17,577;13.36;75.80;241.98;16.14;106.67;247.42;18.68;135.24;254.19;21.16;144.70;261.44;0.45;131.90;247.41;-7.52;107.60;237.76;-9.22;83.80;241.64;-7.10;77.89;243.60;35.31;128.49;253.06;40.75;104.73;246.34;39.67;80.05;249.20;38.66;73.59;249.57;4.66;75.99;244.92;2.07;33.87;243.72;0.75;4.88;240.87;-0.99;0.82;254.99;21.78;75.69;246.68;23.60;37.36;248.01;25.95;4.96;241.81;23.56;0.91;255.90
17,610;13.37;75.80;241.98;16.14;106.67;247.42;18.68;135.24;254.20;21.16;144.70;261.44;0.45;131.90;247.41;-7.52;107.55;237.77;-9.22;83.74;241.65;-7.09;77.88;243.59;35.31;128.49;253.06;40.75;104.73;246.34;39.68;80.05;249.20;38.65;73.59;249.57;4.66;75.99;244.92;2.08;33.86;243.71;0.75;4.87;240.87;-0.99;0.82;254.99;21.78;75.69;246.68;23.61;37.37;248.01;25.94;4.96;241.81;23.54;0.90;255.90
17,643;13.37;75.80;241.98;16.14;106.67;247.42;18.67;135.23;254.20;21.16;144.70;261.44;0.45;131.90;247.41;-7.51;107.50;237.78;-9.23;83.69;241.66;-7.09;77.86;243.59;35.31;128.49;253.06;40.76;104.73;246.35;39.69;80.05;249.20;38.64;73.59;249.59;4.66;75.98;244.92;2.08;33.86;243.71;0.75;4.87;240.88;-0.99;0.82;254.99;21.79;75.69;246.68;23.61;37.38;248.01;25.92;4.96;241.80;23.53;0.90;255.90
17,676;13.37;75.80;241.98;16.14;106.67;247.42;18.67;135.23;254.20;21.15;144.70;261.44;0.46;131.90;247.41;-7.50;107.45;237.78;-9.23;83.65;241.67;-7.08;77.86;243.60;35.31;128.49;253.07;40.76;104.73;246.34;39.70;80.05;249.20;38.62;73.59;249.60;4.66;75.98;244.92;2.08;33.86;243.71;0.75;4.87;240.88;-0.99;0.82;255.00;21.79;75.69;246.68;23.62;37.39;248.01;25.91;4.96;241.80;23.51;0.90;255.89
17,710;13.37;75.80;241.98;16.15;106.67;247.42;18.67;135.23;254.20;21.16;144.70;261.44;0.46;131.89;247.41;-7.49;107.41;237.79;-9.24;83.61;241.67;-7.06;77.84;243.59;35.31;128.49;253.07;40.76;104.73;246.34;39.71;80.06;249.20;38.61;73.59;249.61;4.67;75.98;244.92;2.09;33.86;243.70;0.74;4.87;240.89;-1.00;0.81;255.00;21.79;75.69;246.68;23.63;37.40;248.00;25.90;4.96;241.79;23.50;0.90;255.88
17,743;13.38;75.79;241.98;16.15;106.67;247.42;18.68;135.23;254.20;21.16;144.70;261.45;0.47;131.89;247.42;-7.48;107.37;237.79;-9.24;83.57;241.67;-7.04;77.82;243.58;35.31;128.49;253.07;40.77;104.72;246.34;39.71;80.06;249.20;38.60;73.60;249.61;4.67;75.98;244.92;2.09;33.86;243.70;0.73;4.86;240.89;-1.01;0.81;255.00;21.80;75.69;246.67;23.64;37.40;248.00;25.89;4.95;241.78;23.49;0.90;255.87
17,777;13.39;75.79;241.97;16.15;106.67;247.42;18.68;135.23;254.20;21.17;144.70;261.45;0.48;131.88;247.42;-7.47;107.37;237.79;-9.24;83.57;241.67;-7.04;77.79;243.56;35.32;128.49;253.07;40.78;104.72;246.34;39.72;80.06;249.20;38.59;73.59;249.62;4.68;75.97;244.92;2.10;33.85;243.70;0.73;4.86;240.89;-1.01;0.81;255.01;21.80;75.69;246.67;23.65;37.40;248.00;25.88;4.95;241.78;23.49;0.90;255.87
17,810;13.39;75.79;241.97;16.16;106.66;247.42;18.69;135.23;254.20;21.17;144.70;261.45;0.48;131.88;247.43;-7.46;107.40;237.78;-9.23;83.60;241.66;-7.05;77.79;243.52;35.32;128.49;253.08;40.78;104.72;246.35;39.73;80.06;249.21;38.60;73.58;249.62;4.68;75.97;244.92;2.10;33.85;243.69;0.73;4.86;240.89;-1.01;0.80;255.01;21.81;75.68;246.67;23.65;37.40;248.00;25.89;4.95;241.77;23.49;0.89;255.86
17,844;13.40;75.78;241.97;16.16;106.66;247.42;18.69;135.23;254.21;21.18;144.70;261.45;0.49;131.88;247.43;-7.45;107.43;237.78;-9.22;83.63;241.64;-7.05;77.79;243.49;35.32;128.49;253.08;40.79;104.71;246.35;39.74;80.06;249.21;38.62;73.57;249.63;4.69;75.97;244.91;2.11;33.85;243.69;0.73;4.85;240.89;-1.01;0.80;255.01;21.81;75.68;246.67;23.66;37.40;248.00;25.89;4.95;241.76;23.49;0.89;255.86
17,878;13.40;75.78;241.97;16.17;106.66;247.42;18.69;135.23;254.21;21.18;144.69;261.45;0.50;131.87;247.43;-7.43;107.46;237.77;-9.21;83.65;241.62;-7.25;77.84;243.31;35.32;128.49;253.08;40.80;104.71;246.35;39.75;80.06;249.21;38.65;73.56;249.63;4.69;75.96;244.91;2.11;33.85;243.69;0.73;4.85;240.89;-1.01;0.80;255.01;21.82;75.68;246.67;23.66;37.40;248.00;25.90;4.95;241.76;23.50;0.89;255.85
17,911;13.41;75.78;241.97;16.17;106.66;247.42;18.70;135.23;254.21;21.19;144.69;261.45;0.50;131.87;247.43;-7.42;107.49;237.77;-9.18;83.68;241.59;-7.44;77.90;243.13;35.32;128.49;253.08;40.81;104.71;246.36;39.75;80.06;249.21;38.68;73.55;249.63;4.70;75.96;244.91;2.12;33.85;243.69;0.74;4.85;240.88;-1.00;0.79;255.00;21.83;75.68;246.67;23.66;37.40;248.00;25.91;4.95;241.75;23.51;0.89;255.85
17,943;13.42;75.78;241.97;16.17;106.66;247.42;18.70;135.23;254.21;21.19;144.69;261.45;0.51;131.87;247.43;-7.41;107.51;237.76;-9.16;83.70;241.56;-7.64;77.95;242.95;35.32;128.49;253.09;40.82;104.70;246.37;39.76;80.07;249.22;38.71;73.56;249.65;4.70;75.96;244.91;2.13;33.86;243.68;0.76;4.85;240.88;-0.98;0.79;254.99;21.83;75.67;246.67;23.67;37.40;248.00;25.91;4.95;241.75;23.51;0.89;255.84
17,971;13.42;75.77;241.97;16.18;106.66;247.42;18.70;135.23;254.21;21.19;144.69;261.45;0.51;131.87;247.43;-7.39;107.53;237.76;-9.13;83.72;241.53;-7.84;78.01;242.77;35.33;128.49;253.09;40.83;104.70;246.37;39.77;80.07;249.22;38.73;73.56;249.68;4.71;75.96;244.91;2.14;33.86;243.68;0.79;4.84;240.87;-0.95;0.79;254.99;21.84;75.67;246.66;23.67;37.40;248.00;25.91;4.94;241.75;23.52;0.89;255.84
18,005;13.42;75.77;241.97;16.18;106.65;247.42;18.71;135.23;254.21;21.19;144.69;261.46;0.51;131.87;247.43;-7.38;107.55;237.75;-9.10;83.73;241.50;-8.03;78.06;242.59;35.33;128.49;253.09;40.84;104.70;246.38;39.79;80.07;249.22;38.77;73.57;249.70;4.71;75.95;244.91;2.14;33.86;243.68;0.83;4.84;240.87;-0.92;0.78;254.98;21.84;75.67;246.66;23.68;37.41;248.00;25.91;4.94;241.75;23.51;0.89;255.84
18,037;13.43;75.77;241.96;16.19;106.65;247.42;18.72;135.22;254.21;21.21;144.69;261.46;0.51;131.87;247.43;-7.37;107.57;237.74;-9.08;83.75;241.47;-8.21;78.10;242.43;35.33;128.48;253.10;40.85;104.69;246.39;39.80;80.07;249.23;38.78;73.57;249.73;4.72;75.95;244.91;2.15;33.86;243.68;0.86;4.84;240.86;-0.89;0.78;254.97;21.84;75.67;246.66;23.68;37.41;248.00;25.92;4.94;241.74;23.52;0.89;255.83
18,071;13.43;75.77;241.96;16.20;106.65;247.42;18.73;135.22;254.22;21.22;144.69;261.46;0.51;131.87;247.43;-7.35;107.59;237.73;-9.06;83.77;241.44;-8.38;78.15;242.27;35.33;128.48;253.10;40.86;104.69;246.40;39.81;80.07;249.24;38.78;73.59;249.76;4.72;75.95;244.91;2.16;33.85;243.67;0.90;4.84;240.85;-0.85;0.78;254.96;21.85;75.67;246.66;23.69;37.41;248.00;25.92;4.95;241.73;23.51;0.89;255.83
18,103;13.44;75.77;241.96;16.21;106.65;247.42;18.74;135.22;254.22;21.23;144.69;261.46;0.51;131.88;247.42;-7.34;107.61;237.72;-9.03;83.78;241.41;-8.46;78.17;242.19;35.34;128.48;253.10;40.88;104.68;246.41;39.82;80.07;249.25;38.79;73.59;249.80;4.73;75.94;244.91;2.17;33.85;243.67;0.92;4.83;240.84;-0.83;0.78;254.95;21.85;75.67;246.66;23.69;37.42;248.01;25.92;4.95;241.73;23.51;0.89;255.82
18,139;13.44;75.76;241.96;16.21;106.65;247.41;18.75;135.22;254.22;21.24;144.68;261.46;0.51;131.88;247.42;-7.33;107.62;237.71;-9.02;83.79;241.38;-8.26;78.11;242.31;35.34;128.48;253.11;40.89;104.68;246.42;39.83;80.07;249.26;38.79;73.60;249.83;4.74;75.94;244.91;2.19;33.84;243.66;0.95;4.83;240.83;-0.81;0.77;254.94;21.86;75.67;246.65;23.69;37.43;248.01;25.92;4.95;241.73;23.51;0.89;255.82
18,172;13.45;75.76;241.96;16.22;106.65;247.41;18.76;135.22;254.22;21.26;144.68;261.46;0.51;131.88;247.42;-7.32;107.64;237.70;-9.01;83.81;241.36;-8.07;78.04;242.43;35.34;128.47;253.11;40.90;104.67;246.43;39.84;80.07;249.28;38.79;73.60;249.85;4.74;75.94;244.90;2.20;33.84;243.65;0.97;4.83;240.82;-0.79;0.77;254.94;21.86;75.67;246.65;23.70;37.43;248.01;25.92;4.95;241.72;23.51;0.89;255.81
18,204;13.46;75.76;241.95;16.23;106.65;247.41;18.77;135.22;254.22;21.26;144.68;261.46;0.52;131.88;247.41;-7.31;107.65;237.69;-9.01;83.82;241.34;-7.87;78.00;242.55;35.34;128.47;253.11;40.91;104.66;246.44;39.85;80.07;249.29;38.79;73.58;249.88;4.75;75.93;244.90;2.21;33.83;243.65;0.99;4.82;240.81;-0.77;0.77;254.93;21.87;75.67;246.65;23.70;37.43;248.01;25.92;4.95;241.72;23.51;0.89;255.81
18,237;13.46;75.76;241.95;16.23;106.65;247.41;18.78;135.22;254.22;21.27;144.68;261.46;0.52;131.89;247.41;-7.29;107.67;237.68;-9.01;83.84;241.33;-7.68;77.96;242.67;35.34;128.47;253.12;40.91;104.66;246.45;39.85;80.07;249.30;38.78;73.56;249.90;4.76;75.93;244.90;2.22;33.83;243.64;1.00;4.82;240.81;-0.77;0.77;254.92;21.87;75.67;246.65;23.70;37.44;248.02;25.92;4.95;241.72;23.50;0.89;255.81
18,271;13.47;75.76;241.95;16.24;106.65;247.41;18.79;135.22;254.22;21.28;144.68;261.46;0.52;131.89;247.41;-7.28;107.69;237.66;-8.99;83.85;241.31;-7.50;77.92;242.78;35.35;128.46;253.12;40.92;104.65;246.46;39.86;80.06;249.32;38.77;73.54;249.91;4.77;75.93;244.90;2.23;33.83;243.64;1.01;4.82;240.80;-0.76;0.77;254.91;21.87;75.67;246.65;23.71;37.44;248.02;25.93;4.95;241.72;23.51;0.89;255.81
18,304;13.47;75.76;241.95;16.24;106.65;247.41;18.79;135.22;254.22;21.29;144.68;261.46;0.52;131.89;247.40;-7.26;107.70;237.65;-8.98;83.87;241.30;-7.29;77.89;242.91;35.35;128.46;253.12;40.93;104.65;246.47;39.86;80.06;249.33;38.76;73.53;249.92;4.78;75.93;244.90;2.24;33.82;243.63;1.01;4.82;240.80;-0.76;0.77;254.91;21.88;75.67;246.65;23.71;37.45;248.02;25.93;4.95;241.73;23.51;0.89;255.82
18,337;13.48;75.76;241.96;16.25;106.65;247.41;18.80;135.22;254.21;21.29;144.68;261.46;0.52;131.90;247.40;-7.24;107.72;237.64;-8.96;83.86;241.29;-7.10;77.83;243.04;35.35;128.46;253.12;40.93;104.64;246.48;39.86;80.06;249.34;38.75;73.52;249.94;4.78;75.93;244.90;2.25;33.82;243.63;1.02;4.82;240.80;-0.75;0.77;254.91;21.88;75.67;246.65;23.71;37.45;248.03;25.95;4.95;241.74;23.53;0.89;255.83
18,371;13.49;75.76;241.96;16.25;106.65;247.41;18.80;135.22;254.21;21.29;144.69;261.45;0.52;131.90;247.39;-7.23;107.74;237.62;-8.94;83.85;241.28;-6.99;77.80;243.09;35.35;128.46;253.13;40.94;104.63;246.49;39.86;80.05;249.35;38.74;73.51;249.95;4.79;75.94;244.90;2.26;33.82;243.63;1.04;4.83;240.79;-0.74;0.77;254.91;21.89;75.67;246.65;23.72;37.45;248.03;25.97;4.95;241.76;23.55;0.89;255.85
18,405;13.50;75.76;241.96;16.26;106.65;247.41;18.80;135.22;254.21;21.30;144.69;261.45;0.53;131.90;247.39;-7.21;107.76;237.61;-8.91;83.82;241.28;-6.97;77.81;243.08;35.36;128.45;253.13;40.94;104.63;246.50;39.86;80.05;249.36;38.73;73.49;249.96;4.80;75.94;244.90;2.26;33.82;243.63;1.06;4.83;240.79;-0.72;0.77;254.90;21.90;75.67;246.66;23.72;37.46;248.04;26.00;4.94;241.78;23.57;0.89;255.87
18,438;13.50;75.77;241.96;16.26;106.65;247.41;18.81;135.23;254.20;21.30;144.69;261.45;0.53;131.91;247.38;-7.19;107.77;237.59;-8.89;83.79;241.27;-6.93;77.83;243.08;35.36;128.45;253.13;40.95;104.62;246.51;39.86;80.04;249.37;38.72;73.49;249.96;4.81;75.94;244.90;2.27;33.82;243.62;1.08;4.83;240.79;-0.70;0.78;254.90;21.90;75.67;246.66;23.72;37.46;248.04;26.03;4.94;241.80;23.59;0.89;255.88
18,471;13.51;75.77;241.96;16.26;106.65;247.41;18.81;135.23;254.20;21.30;144.69;261.44;0.53;131.91;247.38;-7.17;107.79;237.57;-8.86;83.74;241.27;-6.90;77.84;243.06;35.36;128.45;253.13;40.95;104.62;246.52;39.86;80.03;249.38;38.70;73.49;249.96;4.82;75.94;244.89;2.28;33.82;243.62;1.09;4.84;240.78;-0.69;0.78;254.89;21.91;75.68;246.66;23.72;37.46;248.04;26.06;4.94;241.82;23.63;0.89;255.90
18,504;13.52;75.77;241.96;16.27;106.65;247.41;18.81;135.23;254.19;21.30;144.70;261.44;0.54;131.92;247.37;-7.15;107.81;237.55;-8.83;83.69;241.27;-6.87;77.84;243.06;35.36;128.45;253.13;40.95;104.61;246.53;39.86;80.02;249.38;38.69;73.50;249.97;4.83;75.95;244.89;2.29;33.82;243.61;1.11;4.84;240.77;-0.67;0.78;254.89;21.91;75.68;246.67;23.73;37.45;248.04;26.09;4.94;241.84;23.65;0.89;255.93
